This file contains columns C, BY, BZ, and CA from Supplementary Data 7 of Covert et al. 2004. “Integrating high-throughput and computational data elucidates bacterial networks”. Nature. May 2004.			
			
	WT -- aerobic		
			
Accession	ec_aer_wild_O_a	ec_aer_wild_O_b	ec_aer_wild_O_c
b1533	948.182	962.106	860.733
	48.5838	39.3859	46.1116
b1534	439.381	543.236	497.127
	31.0277	28.164	20.8926
b1535	244.498	252.348	226.75
	26.3816	25.9418	28.144
b1536	799.639	934.331	841.462
	148.408	139.05	160.986
b1537	228.742	258.736	283.382
	129.747	127.577	115.347
b1538	989.624	896.804	935.431
	153.193	126.058	127.38
b1539	2095.88	1957.73	1836.79
	1790.17	1552.45	1486.91
b1540	552.919	532.775	521.08
	155.997	138.058	86.6168
b1541	399.636	420.883	330.964
	35.6134	45.2401	41.3151
b1542	306.469	327.362	283.871
	17.3398	16.3985	13.524
b1543	209.019	235.95	206.121
	347.206	366.063	374.849
	96.0157	104.829	105.788
b1546	205.552	211.469	229.561
b1547	1463.96	1862.74	1513.91
b1548	111.466	102.376	126.654
	36.7899	38.5883	32.2322
b1549	56.4153	52.4029	56.2283
	25.8547	24.4689	25.7626
b1550	1198.45	1488.92	1217.39
	592.17	581.557	406.757
b1551	139.05	206.9	177.171
	65.2344	54.0746	33.4231
b1552	44.9314	45.1962	48.0425
	4.58527	-0.0615732	6.03849
b1553	108.008	117.77	134.028
b1554	114.99	133.252	117.71
b1555	71.8065	82.1477	78.5639
b1556	576.042	662.622	613.042
	22.2743	19.0758	20.7895
b1557	66.1584	93.719	72.5676
	113.987	108.224	127.026
b1558	189.817	215.044	196.061
	67.7584	75.6064	102.392
b1559	727.788	926.555	840.068
b1560	313.28	305.647	282.816
	77.996	81.7918	81.1959
b1561	141.35	192.324	180.121
	1038.06	1148.26	1207.06
b1562	469.189	450.601	443.551
	770.705	635.282	715.616
b1563	722.02	556.247	620.018
b1564	1404.61	1243.24	1304.47
	203.757	195.547	204.682
b1565	194.416	201.239	216.945
	68.7891	69.5492	92.9036
b1566	146.611	154.022	139.096
	34.0356	30.7878	38.5256
b1567	212.737	226.811	236.549
b1568	37.8924	58.2286	34.3784
b1569	168.481	168.328	159.644
	36.9342	72.2693	93.2349
b1570	1059.07	1309.9	1202.75
	25.5592	35.8141	31.5743
b1571	102.412	114.881	113.443
b1572	219.792	267.192	240.164
b1573	200.614	225.035	252.139
	82.9584	100.05	126.981
b1574	479.87	606.492	592.519
	16.1405	13.7812	11.986
b1575	57.8714	72.8229	66.69
b1576	84.0765	103.618	98.1188
	10.9587	12.2252	6.18612
b1577	62.4218	87.0913	64.7411
b1579	103.987	136.056	152.191
	67.1263	58.1474	39.9212
b1580	68.5707	70.7128	75.9296
b1581	60.33	73.2077	52.3528
	106.25	100.705	107.224
b1582	605.93	697.408	648.542
	70.9942	48.9037	55.0389
b1583	2287.29	2471.79	2417.68
	2047.25	1660.42	1587.69
b1584	1616.92	1551.74	1594.01
b1585	579.97	531.393	560.077
	137.864	107.344	113.645
b1586	810.689	806.438	743.07
	42.5603	28.7137	34.6968
b1587	36.0839	32.5318	55.9663
	72.9638	69.704	65.2272
b1588	106.872	93.722	103.513
b1589	109.608	90.53	103.762
b1590	481.019	413.965	411.233
	18.4046	28.5792	41.369
b1591	776.89	928.32	1005.37
	276.227	244.074	263.858
b1592	116.286	113.135	113.599
b1593	146.681	124.788	135.42
	60.5744	51.0901	46.6757
	124.079	101.624	109.367
b1594	613.448	576.7	589.375
	160.691	122.585	144.302
b1595	1064.17	1102.61	1283.12
	115.547	108.143	93.567
b1596	99.5516	108.973	109.89
	76.6725	61.635	75.5083
b1597	528.495	595.297	569.875
	13.6344	7.30384	4.79097
b1598	569.828	583.006	634.074
	296.135	311.368	253.445
b1599	248.365	277.335	302.401
b1600	396.547	420.916	485.96
	314.597	244.706	223.848
b1601	67.5471	83.4597	108.197
	732.503	677.262	592.952
b1602	3340.01	2688.9	2956.71
b1603	6678.26	5542.44	5829.14
	73.1777	80.9675	81.0236
b1604	1464	1160.38	1357.09
	117.643	107.643	119.968
b1605	276.299	245.765	271.192
	1046.27	697.762	646.257
b1606	625.596	711.997	515.048
b1607	660.119	654.227	499.172
	6.33727	7.99616	8.07554
	48.1744	41.6246	47.91
b1608	896.983	969.298	925.622
b1609	514.852	556.86	419.442
	47.4509	41.004	36.0886
b1610	308.497	330.213	258.947
b1611	582.748	552.12	477.181
	113.975	88.2624	59.7959
	875.051	803.165	860.984
b1612	1349.2	1343.29	1178.15
	74.301	73.6607	68.9373
b1613	916.449	846.921	812.543
	522.254	461.508	391.482
b1614	1486.03	1485.57	1513.13
	47.4576	35.188	30.8997
b1615	118.107	143.903	91.5431
	113.799	98.7316	92.0276
b1616	920.137	1099.43	815.681
b1617	415.952	453.822	415.052
	52.2409	54.1843	26.2712
b1618	1303.13	1425.45	1254.04
	297.166	255.405	230.579
b1619	1688.92	1623.51	1555.51
	522.628	546.68	583.959
b1620	239.293	362.969	308.509
	129.117	104.543	135.815
b1621	282.266	289.982	232.157
b1622	304.267	277.097	241.126
	358.6	276.219	292.526
b1623	655.915	681.437	579.529
	354.679	281.152	270.394
b1624	1156.66	1119.61	1113.78
	58.2553	63.673	73.5301
b1625	541.745	459.469	486.443
b1626	547.845	433.678	435.513
	256.839	190.636	170.064
b1627	621.672	683.228	617.486
b1628	885.178	940.494	1052.9
b1629	817.652	784.179	848.67
b1630	557.86	521.857	540.777
b1631	565.363	465.212	531.905
b1632	1045.42	963.732	990.745
b1633	339.746	339.55	339.006
	9.78729	11.7917	7.4573
b1634	393.443	476.529	451.574
	94.6147	99.7804	111.491
b1635	1728.17	1554.8	1651.68
	343.07	319.374	357.466
b1636	833.89	754.672	807.194
	420.292	278.194	257.918
b1637	2150.74	2013.39	2145.05
	1992.3	1967.47	2085.04
b1638	1303.83	1106.17	1168.96
	1724.98	1615.86	1751.43
b1639	147.678	138.864	141.378
	43.4797	32.2563	41.9046
b1640	555.126	565.253	575.425
	132.887	139.443	123.318
b1641	4552.59	4543.67	4729.35
	224.557	146.167	196.536
b1642	1538.29	1778.54	1558.2
	690.778	745.023	699.213
b1643	150.054	162.59	107.417
b1644	102.412	116.248	96.7367
b1645	83.0582	84.6087	72.4096
	124.063	139.661	124.594
b1646	1447.26	1907.37	1490.82
	453.924	414.399	475.315
b1647	1077.69	1100.79	959.452
	157.441	136.884	135.932
b1648	166.009	174.724	149.623
b1649	378.717	416.534	432.1
	155.756	123.529	142.502
	394.704	396.648	442.605
b1650	489.33	446.608	450.825
	1250.64	1259.37	902.539
b1651	1861.69	2080.45	2119.44
	288.124	249.094	229.243
b1652	704.792	681.473	685.843
	230.04	207.164	205.56
b1653	133.776	155.093	178.07
	81.8761	71.3953	61.2913
b1654	2893.76	3213.95	3302.38
	101.566	69.2794	84.3037
b1655	471.28	482.058	511.306
	1616.84	1432.01	1180.09
b1656	4494.77	4360.42	4571.52
	1664.46	1370.39	1181.81
b1657	498.039	566.09	445.503
	198.676	207.432	210.186
b1658	1467.72	1432.65	1294.9
b1659	466.415	482.831	401.247
	5.64917	5.56811	5.28863
	67.8696	66.6884	84.7935
b1660	486.058	569.326	461.027
	2533	2080.76	1742.57
b1661	1854.1	1540.72	1608.87
	187.437	154.052	115.608
b1662	1075.96	880.408	866.334
	436.389	403.836	417.946
b1663	511.923	486.768	491.761
	92.2655	102.738	107.1
b1664	1177.58	1045.77	1047.89
	44.5313	45.2358	38.9206
b1665	721.969	677.284	807.618
b1666	1079.99	1089.81	1292.05
	270.493	223.71	141.489
b1667	2578.83	2578.34	2509.88
	30.6267	13.8031	19.9848
b1668	364.236	331.48	391.868
	1061.7	945.069	628.981
b1669	375.446	400.113	419.331
b1670	80.2116	79.5116	93.0579
b1671	159.043	177.413	190.62
b1672	168.465	158.986	175.397
b1673	425.411	477.479	391.168
b1674	72.74	78.8714	78.2688
	-3.05499	1.74186	-7.50343
b1675	530.434	606.155	608.366
	128.369	107.049	118.201
b1676	2729.81	2607.07	2730.18
	26.3713	23.9245	16.1541
b1677	7000.34	6984.86	7720.06
	178.497	148.027	113.832
b1678	1355.9	1141.89	1175.18
	883.433	787.676	773.627
b1679	645.05	502.828	607.398
b1680	731.52	672.827	632.69
b1681	740.779	830.926	765.673
b1682	712.728	719.317	654.102
b1683	1045.22	1071.42	988.068
b1684	1037.54	1164.06	1035.33
	451.978	312.275	351.458
b1685	2086.53	2373	2061.27
b1686	982.378	996.694	830.109
b1687	1819.49	2046.65	2033.69
	87.2852	96.7478	94.3228
b1688	551.362	480.204	425.012
	90.4048	82.5215	52.1208
b1689	67.3988	68.804	55.3286
	3.21701	2.7069	2.89716
b1690	55.5096	55.0055	58.5226
	7.51832	12.6171	4.03658
b1691	58.1409	60.6222	56.6277
b1692	120.183	148.146	151.262
	1019.1	975.059	1016.06
b1693	865.001	810.047	785.589
	30.9498	38.5441	35.4291
b1694	252.994	217.447	259.24
b1695	131.28	188.887	166.706
	363.669	462.114	472.881
b1696	62.2626	54.6102	53.5123
	63.278	55.8724	70.7258
b1697	166.784	182.062	156.889
b1698	346.194	386.753	392.697
	130.588	171.15	194.848
b1699	377.953	398.07	400.262
b1700	683.947	820.271	729.952
b1701	511.255	536.416	501.214
	1653.23	1337.85	1276.96
b1702	1726.82	1859.08	1987.61
	66.8584	66.0873	91.0716
b1703	1277.52	1441.04	1338.03
	1383.99	1107.2	993.236
b1704	994.867	767.948	867.377
	42.088	36.4847	34.6042
b1705	211.236	222.012	262.973
	118.062	76.6526	97.0287
b1706	976.199	874.962	952.885
	24.8267	22.671	21.5797
b1707	178.451	184.863	197.043
	222.528	175.646	191.897
b1708	705.915	575.438	628.526
	324.752	229.377	236.187
b1709	530.075	546.115	553.518
b1710	965.442	820.921	880.61
	1508.82	1358.78	1422.35
b1711	968.623	1044.85	932.109
	261.36	238.07	273.678
b1712	2956.96	2735.08	3016.68
b1713	4136.55	3672.84	3687.61
b1714	2498.81	2245.79	2224.01
	2004.71	2200.69	2446.92
b1715	185.738	122.623	74.1633
	680.718	466.941	575.982
b1716	2918.19	2338.69	2696.56
b1717	4981.32	4805.98	5583.91
	5151.81	4745.68	5280.12
b1718	6407.11	6539.17	6982.97
b1719	5076.22	5451.7	4752.53
	406.161	367.788	380.096
b1720	13.9316	13.3479	16.0641
b1721	6.00639	14.982	15.2584
	143.93	139.482	120.887
b1722	424.302	424.475	396.86
	158.418	116.387	157.29
b1723	1458.97	1419.31	1325.3
	546.796	417.562	338.739
b1724	1803.79	1851.86	1829.75
	1448.97	1316.76	1331
b1725	786.903	787.793	824.787
	214.283	160.06	116.477
b1726	972.557	864.658	844.718
	46.7937	45.8383	43.462
b1727	794.381	727.885	652.356
	42.8703	35.0871	15.8202
b1728	169.288	192.477	194.621
	39.2993	29.5358	26.8306
b1729	2015	2071.34	2117.87
	849.225	843.912	684.021
b1730	97.9844	90.0565	118.189
	37.0506	31.0911	38.3735
b1731	192.498	201.626	213.923
	242.514	266.96	279.773
b1732	1911.73	1591.25	1758.32
	52.9135	46.1252	49.1588
b1733	322.897	376.551	314.127
b1734	333.56	358.777	334.627
	35.7777	32.9572	20.6332
b1735	239.99	271.036	261.722
b1736	218.173	200.521	219.727
b1737	105.918	113.865	109.827
	92.845	67.4464	50.4879
b1738	720.434	683.819	572.108
	389.007	323.548	352.066
b1739	2440.96	2112.13	2261.26
	68.5671	44.2328	51.7512
b1740	2531.71	2392.07	2576.38
	442.881	309.619	247.483
b1741	1016.81	1112.22	920.595
b1742	264.03	285.241	301.172
	127.739	121.746	98.4114
	76.6956	97.5422	69.5998
b1743	996.446	1126.54	1163.95
	88.4541	88.1558	88.509
b1744	147.107	149.364	163.856
b1745	598.105	624.948	581.869
b1746	517.47	546.744	533.869
b1747	550.584	606.039	570.508
b1748	614.478	599.031	671.81
	42.9783	44.6677	42.7101
b1749	1926.44	1937.79	1996.65
	118.437	90.1903	70.9662
b1750	62.2029	67.0198	60.0866
b1751	217.469	221.65	250.676
b1752	175.164	157	179.946
b1753	753.331	781.749	714.309
b1754	565.219	696.346	606.216
b1755	133.892	160.398	147.484
b1756	186.1	172.952	133.026
	128.433	111.485	102.952
b1757	245.809	252.109	176.767
	184.942	194.94	157.723
b1758	358.827	431.31	290.307
	215.013	167.837	136.679
b1759	414.625	478.002	446.588
b1760	276.607	287.208	208.491
	70.6876	66.3812	46.972
	147.241	81.9705	111.006
b1761	2683.21	2517.81	2560.63
	463.071	374.52	357.674
b1762	227.377	224.348	189.013
b1763	557.673	610.613	510.838
b1764	1786.64	1889.1	1656.69
	2047.66	1794.34	2037.07
b1765	1667.25	1616.56	1561.42
	49.138	53.0224	58.0961
b1766	698.258	707.392	678.614
	39.8871	37.1448	29.7734
b1767	1203.46	1099.14	1101.2
b1768	855.357	849.157	853.924
	50.9707	49.8845	49.3002
b1769	135.971	166.417	128.829
	48.3765	54.5256	62.455
b1770	208.387	250.052	223.73
	31.7311	27.9828	30.4833
b1771	272.446	337.483	261.917
b1772	178.447	205.732	205.179
b1773	216.798	223.716	222.686
b1774	140.346	134.31	147.101
b1775	136.308	131.811	121.728
b1776	178.394	194.222	231.161
	73.286	59.5033	71.609
b1777	3214.95	3111.44	3384.32
b1778	4981.69	4846.84	5017.58
	78.0523	75.0846	87.1796
b1779	7344.98	7663.19	7735.13
	1311.6	1002.49	879.952
b1780	1385.62	1205.93	1224.97
	190.321	158.188	195.899
b1781	373.82	340.28	380.125
	348.931	329.432	369.993
b1782	3008.49	2719.06	2826.42
	40.0728	36.1068	47.1048
b1783	1860.58	1728.81	1779.24
	1320.19	1351.48	1567.99
b1784	654.476	512.168	609.821
	34.3727	37.1106	33.6777
b1785	75.8346	71.7388	67.0285
b1786	310.938	278.151	347.504
	708.835	638.789	616.016
b1787	877.686	739.405	723.05
b1788	81.3057	29.8631	51.8069
	217.006	158.584	126.015
	59.8252	56.6026	60.8637
b1789	554.401	752.952	479.008
b1790	141.53	132.31	92.5372
	36.4172	43.6162	34.1852
	120.668	102.879	98.9114
b1791	191.169	225.842	175.73
	246.383	224.934	261.319
b1792	768.031	925.696	618.793
	12.1185	8.21442	3.08155
b1793	320.894	460.41	350.142
	82.0519	66.526	85.1161
b1794	1039.17	1009.87	880.153
	104.36	88.0391	85.4304
b1795	2425.53	2563.07	2832.77
	57.4543	66.6893	67.2319
b1796	267.177	333.305	234.046
b1797	495.849	662.697	482.946
	58.0685	54.2596	60.734
b1798	36.4308	32.6266	22.3171
	113.313	84.2635	99.9422
b1799	334.076	315.934	275.141
	261.202	258.417	269.604
b1800	110.644	99.8144	95.9809
	53.676	45.752	31.2758
b1801	429.545	480.337	403.194
	28.9107	25.4518	25.8096
b1802	258.607	293.407	260.227
	106.147	96.0276	81.027
b1803	544.433	610.812	549.475
	52.5259	52.86	39.7501
b1804	753.322	825.233	696.487
	536.598	429.864	460.674
b1805	919.346	1033.18	992.499
	370.859	334.944	400.464
b1806	548.958	498.35	476.895
	849.256	608.537	677.324
b1807	972.572	1046.11	1108.27
	386.262	358.637	455.653
b1808	364.723	424.583	397.427
	83.1391	64.2072	65.0664
b1809	2358.49	2494.88	2522.17
	334.636	284.605	220.391
b1810	2014.18	2176.59	2116.45
	392.501	344.962	356.883
b1811	1696.49	1904.9	1892.27
	432.802	390.365	422.801
b1812	1060.3	963.38	1134.6
b1813	662.69	656.498	646.054
	437.912	352.776	298.779
b1814	443.502	483.296	507.476
	105.423	92.2611	91.753
b1815	362.831	440.378	508.877
	1971.29	1742.52	1298.55
b1816	323.487	292.98	353.356
	54.3351	27.1359	51.5359
b1817	5109.14	4568.4	4703.7
	2764.06	2050.39	1523.81
b1818	4724.42	4273.55	4314.85
b1819	1358.74	1121.78	1178.34
b1820	503.61	436.414	458.428
	119.536	103.659	70.6999
b1821	355.827	379.146	367.47
b1822	486.671	434.131	447.44
	67.0524	49.6793	57.2909
	233.311	129.759	110.377
b1823	6824.09	5826.16	5689.52
b1824	7021.06	5883.83	6329.2
	92.4016	51.4342	51.1615
b1825	643.94	664.782	749.911
	615.179	368.514	542.427
b1826	1003.89	935.174	946.031
	148.478	130.331	171.866
b1827	927.971	933.784	823.076
	743.068	559.061	746.735
b1828	360.396	495.657	323.702
	146.017	98.5528	147.424
b1829	1380.71	1329.64	1092.64
	311.81	280.223	333.405
b1830	1104	1137.43	1019.31
b1831	2795.45	3076.09	2743.21
	3361.81	3286.15	3672.04
b1832	3191.33	3548.62	3608.79
	91.27	83.565	92.4552
b1833	324.273	389.542	364.058
b1834	421.937	422.377	362.207
	40.8475	49.5617	44.6062
b1835	305.18	317.692	258.768
	568.907	619.78	690.854
b1836	1218.28	1275.2	1265.05
b1837	703.362	728.035	651.618
	186.316	185.565	198.227
b1838	290.208	326.158	260.502
	498.525	461.85	463.221
b1839	1147.71	1254.44	1208.92
b1840	1536.8	1767.67	1622.62
b1841	1833.56	1754.23	1626.61
	187.426	162.711	194.363
b1842	1092.67	1087.98	904.173
	759.764	684.845	611.516
b1843	313.195	287.64	291.712
b1844	878.186	834.599	844.096
b1845	638.753	613.159	686.38
	144.882	131.799	122.915
	60.548	62.8954	71.0854
b1846	366.693	320.435	355.529
	265.432	265.425	308.192
b1847	1990.53	1910.61	2094.67
	351.438	251.898	291.579
b1848	1198.28	1283.34	1281.51
	75.738	75.4104	98.8774
b1849	1705.18	1576.34	1579.98
	459.027	317.567	326.247
b1850	1612.98	1532.19	1591.83
	2673.32	2263.79	2397.12
b1851	1981.88	1974.54	1933.63
	125.702	129.817	131.237
b1852	1885.81	1977.16	2026.06
	223.036	183.374	193.465
b1853	696.602	648.656	702.168
	1815.81	1575.71	1417.52
b1854	1445.88	1106.69	1236.47
	694.349	475.736	454.698
b1855	1084.75	1006.41	1037.34
	471.787	307.586	355.942
b1856	455.884	489.531	497.375
	785.499	687.356	754.487
b1857	1355.05	1090.79	1165.47
	1057.35	1009.36	1004.47
b1858	706.287	713.824	720.253
b1859	415.453	372.87	410
	114.066	79.1697	65.4205
b1860	743.782	711.531	761.509
b1861	1072.24	932.583	972.838
	38.5129	41.9565	38.9573
b1862	552.302	606.341	469.804
	293.247	165.516	175.108
b1863	1262.87	1107.78	1121.71
	1503.67	1229.15	1358.66
b1864	2163.31	2413.42	2330.97
b1865	1910.71	1980.26	1592.93
	2883.92	2477.67	2547.13
b1866	2265.57	2420.81	2145.99
	1063.14	927.172	874.695
b1867	898.532	906.104	861.272
b1868	289.956	303.36	264.33
b1869	1273.78	1198.24	844.626
b1870	1383.06	1463.1	1137.15
b1871	518.388	431.498	368.698
	77.3299	61.1226	44.9228
b1872	199.375	204.085	202.409
b1873	107.874	122.089	113.312
	68.2953	67.8025	70.0404
b1874	238.661	231.971	261.782
	422.089	304.392	308.479
b1875	959.012	857.276	884.633
	34.6164	30.8506	29.8198
b1876	1023.59	876.504	859.698
	17.4421	20.6462	14.4044
b1877	53.4653	54.01	52.2659
	88.8263	80.4434	70.9991
b1878	164.826	178.411	162.213
b1879	283.614	279.634	277
b1880	500.92	571.085	528.502
	75.7826	76.9408	75.0982
b1881	142.316	139.727	129.471
b1882	455.702	597.914	509.735
b1883	410.325	529.811	448.335
b1884	202.752	231.53	215.992
b1885	569.829	581.332	609.209
	82.4067	78.9904	50.5797
b1886	464.314	493.919	493.32
	47.9986	39.7197	35.7917
b1887	339.519	357.228	389.447
b1888	171.335	166.215	198.171
b1889	492.667	452.908	547.199
b1890	375.569	411.214	372.259
	92.3315	80.9576	50.4022
b1891	659.317	738.79	727.894
b1892	592.14	541.919	532.091
	204.959	193.998	238.784
b1894	295.595	266.62	292.817
	10.9	10.951	15.0248
b1895	327.651	336.46	306.716
	236.057	206.891	188.798
b1896	834.28	885.924	984.656
b1897	1518.8	1416.26	1489.54
	133.489	126.403	175.728
b1898	145.9	137.543	158.33
b1899	110.622	115.886	117.375
b1900	214.276	217.539	155.724
	59.3402	32.4101	45.519
b1901	457.046	577.196	480.735
	78.3626	90.6167	116.4
b1902	448.773	386.091	301.988
b1903	184.669	197.99	161.466
	22.8541	28.9739	23.7193
b1904	50.0785	43.3073	40.2522
	481.379	391.833	480.517
b1905	1559.77	1537.06	1311.67
	119.63	110.057	116.896
b1906	65.0103	84.4568	85.2102
	218.941	200.1	231.882
b1907	582.951	675.591	393.812
	150.81	142.945	144.507
b1908	876.462	842.86	764.327
	995.171	1064.65	1026.27
b1909	1665.62	1139.16	1260.62
b1910	1260.42	1139.28	940.231
	2575.8	2650.34	2854.11
b1911	3566.28	3305.01	3894.26
	3802.38	4047.69	4491.99
b1912	871.065	918.772	608.91
	527.435	437.873	514.459
b1913	870.661	1049.33	859.405
	1149.48	1035.45	1153.2
b1914	1914.64	1926.37	1936.34
	183.118	156.117	180.388
b1915	515.061	602.38	612
	85.8182	79.2022	60.4532
b1916	420.555	449.377	396.964
	78.2616	66.2835	81.2627
b1917	967.201	986.549	883.092
b1918	809.781	709.963	697.549
b1919	1510.71	1425.27	1511.63
b1920	4480.33	4145.48	4810.64
	2898.72	2857.31	3006.2
b1921	263.257	255.797	255.575
b1922	79.0924	78.6958	96.5995
	115.095	113.016	125.572
b1923	639.119	739.285	799.135
	187.386	192.118	169.644
b1924	106.97	108.463	102.454
b1925	262.465	296.808	314.854
b1926	267.317	270.246	260.936
	46.8851	16.5478	18.1165
b1927	1218.91	1029.97	1152.46
	487.938	492.202	430.812
b1928	1826.65	1914.93	1995.82
	72.2889	69.7319	75.7673
b1929	2180.89	2337.67	2553.79
b1930	788.632	701.267	768.135
	75.3302	70.2973	55.7688
b1931	711.1	824.521	806.867
	93.0193	64.0512	41.1104
b1932	497.901	532.13	484.18
	53.0472	45.4404	46.5334
b1933	61.6728	73.9782	85.2727
b1934	48.5082	47.6586	50.7327
	34.6713	44.5082	43.4085
b1935	13.1961	16.2895	12.9213
	149.388	154.295	177.851
b1936	73.9103	66.4631	80.3233
b1937	134.861	137.194	176.762
	63.0732	63.1411	58.239
	99.8027	110.333	115.119
b1938	1053.74	1185.13	1172.69
b1939	570.757	637.022	518.917
b1940	646.193	813.711	611.99
b1941	193.599	197.695	188.766
b1942	108.419	189.774	140.095
b1943	155.176	180.412	161.108
	38.9945	47.5261	35.1413
b1944	152.022	191.383	130.918
b1945	479.345	534.064	465.71
b1946	388.925	435.905	322.051
	66.0539	63.9135	31.3712
b1947	31.4856	27.2253	23.2491
b1948	73.4788	85.2359	75.2293
b1949	34.5183	33.7198	28.3253
b1950	807.26	1058.44	691.928
	367.42	361.442	345.184
b1951	93.3041	89.4945	85.8233
	836.672	776.422	762.816
b1952	735.07	761.635	711.991
	133.768	127.802	124.83
b1953	659.408	602.104	646.51
	563.436	419.812	325.803
b1954	62.3826	74.9	101.764
	63.4908	66.3289	66.7724
b1955	654.291	655.078	643.99
b1956	170.118	163.829	155.421
	83.5104	67.0545	70.4071
	453.298	366.865	387.533
b1957	943.548	889.787	830.126
	413.806	274.477	232.467
b1958	1468.81	1445.75	1414.11
	64.3238	65.6875	53.9436
b1959	1060.64	1226.49	1179.7
b1960	1140.91	1407.11	1245.61
	182.948	167.423	178.552
b1961	739.753	632.651	716.371
	324.161	282.145	258.458
b1962	861.075	815.979	776.547
	1452.5	1147.26	895.671
b1963	1314.19	1256.85	1199.44
	40.8459	44.9923	48.8778
b1964	271.4	272.094	287.715
b1965	164.302	191.004	187.446
	77.8718	65.4346	53.1126
b1966	435.131	448.13	419.874
	976.709	710.59	678.161
b1967	1379.26	1282.37	1388.42
	38.3459	34.9071	27.7133
b1968	220.171	185.371	214.795
b1969	930.304	1046.86	1182.65
	31.5971	34.729	39.1257
b1970	223.59	249.222	226.158
	162.581	175.248	201.729
b1971	198.701	155.955	187.559
b1972	54.0277	39.6274	59.8923
	9.20139	9.80493	11.5989
b1973	283.283	262.415	281.21
	51.8778	54.8593	97.001
b1974	125.397	145.085	127.279
	321.215	311.309	351.249
b1975	761.506	733.523	760.67
	70.5093	70.4549	83.9238
b1976	694.6	630.302	624.266
	446.813	440.031	478.479
b1977	5550.95	4991.26	5285
	43.0676	50.0875	48.7116
b1978	505.996	509.302	498.252
	41.5087	51.192	47.1077
b1979	155.88	157.588	119.973
b1980	298.71	355.714	311.904
	68.3241	48.1907	63.3074
b1981	473.323	424.897	292.647
	504.407	413.293	311.006
b1982	898.167	929.976	748.243
	117.852	104.2	77.2281
b1983	668.467	682.758	780.659
	36.2097	38.0277	42.1349
b1984	6107.1	5495.54	5863.26
	39.048	38.9926	29.454
b1985	196.462	195.653	177.658
	62.3451	46.0553	58.9601
b1986	5430.03	5109.58	6062.56
	60.4721	44.0986	46.4655
b1987	805.6	962.143	794.628
